H,O,A,C,seed,discovered_classes,compression_fraction,pair_tp,pair_fp,pair_fn,pair_tn,pair_precision,pair_recall,accepted_certificates,mapping_errors,max_scale_relative_error,max_offset_error_z,certificate_comparisons,certificate_runtime_s
12,16,8,4,2066,9,0.4375,13.0,0.0,11.0,96.0,1.0,0.5416666666666666,7,0,0.02155959373903471,0.009083622767535332,199584,0.05604981300001555
12,16,8,4,2067,15,0.0625,1.0,0.0,23.0,96.0,1.0,0.041666666666666664,1,0,0.03155319117075939,0.0011777521523125833,345312,0.0931549910000058
12,16,8,4,2068,16,0.0,0.0,0.0,24.0,96.0,1.0,0.0,0,0,0.0,0.0,380160,0.10331021000001783
12,16,8,4,2069,15,0.0625,1.0,0.0,23.0,96.0,1.0,0.041666666666666664,1,0,0.0019379154646219643,0.0006819438070429439,345312,0.0935495759999867
12,16,8,4,2070,14,0.125,3.0,0.0,21.0,96.0,1.0,0.125,2,0,0.0026399253106202947,0.004181349908732216,307296,0.08237897700001895
12,16,8,4,2071,10,0.375,12.0,0.0,12.0,96.0,1.0,0.5,6,0,0.013281636856330326,0.016509966764653192,199584,0.05374334800001179
12,16,8,4,2072,13,0.1875,6.0,0.0,18.0,96.0,1.0,0.25,3,0,0.013644701744693677,0.004854285408428433,266112,0.058943139999996674
12,16,8,4,2073,10,0.375,12.0,0.0,12.0,96.0,1.0,0.5,6,0,0.006342289017706282,0.0034410769021803044,190080,0.050390094999954727
12,16,8,4,2074,10,0.375,12.0,0.0,12.0,96.0,1.0,0.5,6,0,0.008135618478825934,0.007217835096552549,190080,0.050436041000011755
12,16,8,4,2075,13,0.1875,6.0,0.0,18.0,96.0,1.0,0.25,3,0,0.0022569509911154473,0.004389575253918861,275616,0.07404442799997923
12,16,8,4,2076,13,0.1875,6.0,0.0,18.0,96.0,1.0,0.25,3,0,0.010128073502286505,0.005615189757099678,266112,0.05828044600002613
12,16,8,4,2077,16,0.0,0.0,0.0,24.0,96.0,1.0,0.0,0,0,0.0,0.0,380160,0.10414497400000755
12,16,8,4,2078,15,0.0625,1.0,0.0,23.0,96.0,1.0,0.041666666666666664,1,0,0.0009491535809278417,0.004251513647667913,351648,0.09507807200003526
12,16,8,4,2079,13,0.1875,6.0,0.0,18.0,96.0,1.0,0.25,3,0,0.008278145535075554,0.005254145306791631,285120,0.06407181000002993
12,16,8,4,2080,10,0.375,12.0,0.0,12.0,96.0,1.0,0.5,6,0,0.00968804588297334,0.008613668798075557,209088,0.047684937999974863
12,16,8,4,2081,16,0.0,0.0,0.0,24.0,96.0,1.0,0.0,0,0,0.0,0.0,380160,0.1018222199999741
12,16,8,4,2082,14,0.125,2.0,0.0,22.0,96.0,1.0,0.08333333333333333,2,0,0.0018961704224969012,0.0016406751925563889,313632,0.08426861499998495
12,16,8,4,2083,15,0.0625,1.0,0.0,23.0,96.0,1.0,0.041666666666666664,1,0,0.0016056406929016998,0.004722614712047211,338976,0.09076095400001805
12,16,8,4,2084,13,0.1875,3.0,0.0,21.0,96.0,1.0,0.125,3,0,0.01052466557923748,0.006107007976647942,291456,0.07908955099998138
12,16,8,4,2085,16,0.0,0.0,0.0,24.0,96.0,1.0,0.0,0,0,0.0,0.0,380160,0.10237368599996444
12,16,8,4,2086,10,0.375,12.0,0.0,12.0,96.0,1.0,0.5,6,0,0.01789415832754504,0.004678769039729316,209088,0.05633748799999694
12,16,8,4,2087,14,0.125,3.0,0.0,21.0,96.0,1.0,0.125,2,0,0.0032571579733803313,0.00515047120991236,307296,0.08225459499999488
12,16,8,4,2088,11,0.3125,9.0,0.0,15.0,96.0,1.0,0.375,5,0,0.011964028211000177,0.007882475555569661,215424,0.057197590999976455
12,16,8,4,2089,12,0.25,7.0,0.0,17.0,96.0,1.0,0.2916666666666667,4,0,0.016867489988873885,0.012501017572609685,243936,0.0646331340000188
12,16,8,4,2090,14,0.125,2.0,0.0,22.0,96.0,1.0,0.08333333333333333,2,0,0.009657164650988648,0.004574162965779537,319968,0.08612822700001743
12,16,8,4,2091,9,0.4375,13.0,0.0,11.0,96.0,1.0,0.5416666666666666,7,0,0.009895687730706149,0.016205415595731763,199584,0.055397598000013204
12,16,8,4,2092,13,0.1875,6.0,0.0,18.0,96.0,1.0,0.25,3,0,0.004946555272226316,0.0038288916517718744,266112,0.07000060899997607
12,16,8,4,2093,14,0.125,3.0,0.0,21.0,96.0,1.0,0.125,2,0,0.006470805394662826,0.0017067008490896218,300960,0.08424973999996155
12,16,8,4,2094,15,0.0625,1.0,0.0,23.0,96.0,1.0,0.041666666666666664,1,0,0.001332465763652535,0.0006217993654525927,345312,0.09208254499998247
12,16,8,4,2095,10,0.375,12.0,0.0,12.0,96.0,1.0,0.5,6,0,0.007421540225365675,0.006458994100140783,190080,0.05005495999995446
12,16,8,4,2096,11,0.3125,9.0,0.0,15.0,96.0,1.0,0.375,5,0,0.005036381907160825,0.004835135593227976,215424,0.05706819900001392
12,16,8,4,2097,11,0.3125,9.0,0.0,15.0,96.0,1.0,0.375,5,0,0.0173622854255715,0.008184685675307285,215424,0.05782964700000548
12,16,8,4,2098,16,0.0,0.0,0.0,24.0,96.0,1.0,0.0,0,0,0.0,0.0,380160,0.10219646600000942
12,16,8,4,2099,13,0.1875,6.0,0.0,18.0,96.0,1.0,0.25,3,0,0.0030765812553401606,0.0017406274785143581,285120,0.076156090999973
